1482.30,640,42.66,1.137,0.0188
2235.40,641,43.21,1.214,0.019
1649.10,644,42.86,1.152,0.0192
1953.80,645,43.41,1.186,0.0194
1921.20,651,43.01,1.183,0.0196
1932.40,657,42.92,1.185,0.0198
1926.40,661,43.72,1.182,0.02
2133.20,661,43.87,1.204,0.0202
2097.80,665,43.46,1.2,0.0204
1658.10,670,42.99,1.153,0.0206
799.30,674,43.03,1.07,0.0208
250.90,682,42.82,1.021,0.021
114.10,688,42.73,1.009,0.0212
160.20,689,43.11,1.013,0.0214
93.80,699,42.92,1.008,0.0216
995.20,701,44.08,1.086,0.0218
913.20,705,43.55,1.078,0.022
539.60,715,43.36,1.045,0.0222
610.20,719,43.81,1.051,0.0224
825.60,723,44.67,1.069,0.0226
300.40,731,44.19,1.024,0.0228
365.00,735,44.08,1.029,0.023
327.20,735,43.81,1.026,0.0232
274.90,740,43.65,1.022,0.0234
390.70,744,43.95,1.031,0.0236
241.70,750,43.47,1.019,0.0238
264.30,758,43.14,1.021,0.024
673.10,762,43.18,1.054,0.0242
719.50,764,43.32,1.057,0.0244
696.10,766,43.47,1.055,0.0246
984.70,766,43.73,1.079,0.0248
1198.90,768,43.88,1.096,0.025
1199.10,768,44.27,1.096,0.0252
1267.30,770,44.42,1.102,0.0254
1223.70,776,44.2,1.098,0.0256
1224.50,778,43.96,1.098,0.0258
1345.10,782,44.25,1.108,0.026
1283.70,784,43.88,1.102,0.0262
1287.10,790,43.54,1.103,0.0264
1287.10,790,43.54,1.103,0.0266
1477.30,794,43.95,1.118,0.0268
1566.90,794,44.08,1.126,0.027
1911.10,796,44.35,1.155,0.0272
1997.50,800,44.25,1.162,0.0274
2097.40,805,44.35,1.171,0.0276
2047.40,811,43.9,1.166,0.0278
2317.70,810,44.2,1.19,0.028
2416.00,815,44.17,1.199,0.0282
2791.40,813,44.53,1.235,0.0284
2793.80,819,44.44,1.231,0.0286
2267.40,829,44.03,1.18,0.0288
2404.80,831,44.04,1.191,0.029
2480.60,833,44.54,1.198,0.0292
2671.80,835,44.31,1.215,0.0294
2850.40,835,44.67,1.231,0.0296
2927.40,837,44.56,1.238,0.0298
3184.40,839,44.46,1.261,0.03
3285.60,843,44.72,1.269,0.0302
3367.30,844,44.79,1.275,0.0304
3756.50,846,45.63,1.313,0.0306
3856.50,848,45.87,1.324,0.0308
3996.10,854,46.25,1.337,0.031
4126.50,856,46.5,1.348,0.0312
4305.70,856,47.08,1.366,0.0314
4375.90,860,47.09,1.372,0.0316
4385.10,864,46.53,1.372,0.0318
4464.30,868,46.43,1.38,0.032
4347.10,872,45.99,1.366,0.0322
4402.20,875,45.6,1.37,0.0324
4478.60,879,45.85,1.379,0.0326
4277.00,885,45.42,1.356,0.0328
4452.60,887,45.55,1.371,0.033
4735.70,886,45.82,1.399,0.0332
4702.30,888,46.17,1.396,0.0334
4526.50,892,45.96,1.378,0.0336
4706.10,894,46.42,1.396,0.0338
4779.30,900,46.67,1.402,0.034
4758.70,902,46.9,1.399,0.0342
4942.50,902,47.01,1.419,0.0344
4951.30,902,46.9,1.419,0.0346
4823.10,906,46.8,1.403,0.0348
4937.70,904,46.79,1.414,0.035
4963.10,904,46.9,1.418,0.0352
4857.20,909,46.42,1.406,0.0354
5128.00,909,46.75,1.433,0.0356
5116.00,909,46.86,1.43,0.0358
5276.80,911,47.31,1.447,0.036
5252.80,919,47.55,1.444,0.0362
5216.00,921,47.12,1.441,0.0364
4309.00,929,46.82,1.346,0.0366
4102.60,939,46.33,1.326,0.0368
4288.40,939,46.43,1.343,0.037
4256.80,941,46.33,1.339,0.0372
4368.30,944,46.61,1.348,0.0374
4626.90,944,46.82,1.372,0.0376
4782.70,944,47.25,1.386,0.0378
4542.30,948,47.26,1.365,0.038
4708.20,949,47.52,1.381,0.0382
4409.40,953,47.22,1.35,0.0384
4532.60,953,47.22,1.361,0.0386
4702.00,953,47.53,1.377,0.0388
4415.00,957,47.34,1.349,0.039
4495.60,959,47.65,1.354,0.0392
4664.40,959,48.07,1.37,0.0394
4738.40,959,48.28,1.377,0.0396
4788.60,959,48.38,1.382,0.0398
4962.80,959,48.59,1.396,0.04
5108.20,961,48.8,1.409,0.0402
5066.80,963,49.12,1.404,0.0404
4623.60,969,48.81,1.362,0.0406
4702.30,974,48.77,1.365,0.0408
4710.70,976,48.87,1.366,0.041
4707.10,976,48.57,1.365,0.0412
4952.30,980,48.47,1.385,0.0414
5173.10,986,48.48,1.405,0.0416
4965.10,994,47.99,1.383,0.0418
4765.10,998,47.9,1.362,0.042
4562.00,1003,47.46,1.342,0.0422
